Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
351|2022-05-14 06:00:28,334924|-51,13949182926034|104,95683612690841|45,16|20,86|18,37|8,65|-45,25|336,929|48,104|299,737|0,014|0,04|0,027
352|2022-05-14 06:00:38,805000|-51,02136158051565|105,96551934567925|44,5|21,53|18,94|8,44|-45,84|336,752|49,757|299,009|0,015|0,041|0,026
353|2022-05-14 06:00:49,259230|-50,89401615505262|106,96713234831509|44,5|20,2|19,4|8,24|-45,93|336,495|47,921|301,27|0,02|0,041|0,028
354|2022-05-14 06:00:59,754281|-50,75681469188988|107,96679604472492|44,11|20,73|19,81|8,18|-46,06|336,737|47,152|301,432|0,017|0,04|0,027
355|2022-05-14 06:01:10,238173|-50,610506980434096|108,95910262966663|44,45|20,94|20,04|8,48|-46,14|335,985|47,588|301,352|0,016|0,041|0,025
356|2022-05-14 06:01:20,703164|-50,45532593512292|109,94313605313859|44,27|22,42|20,14|8,36|-46,27|335,268|48,122|301,585|0,02|0,04|0,026
357|2022-05-14 06:01:31,172687|-50,29108948050061|110,92056438521918|44,17|21,3|20,36|8,34|-46,56|335,518|47,97|301,564|0,021|0,041|0,027
358|2022-05-14 06:01:41,623529|-50,118256119227404|111,88916423374441|44,97|19,53|20,7|8,11|-46,7|335,268|49,415|301,829|0,016|0,041|0,025
359|2022-05-14 06:01:52,094358|-49,936313583412975|112,85216813124157|44,47|20,69|21,24|8,16|-46,16|334,443|49,222|301,713|0,017|0,043|0,023
360|2022-05-14 06:02:02,564363|-49,745708395822064|113,80744100102503|44,38|19,85|21,92|8,11|-47,17|334,905|49,457|301,38|0,016|0,042|0,026
361|2022-05-14 06:02:13,034573|-49,546569621070915|114,75472376888602|45,07|20,98|22,36|8,01|-47,21|336,068|52,548|300,786|0,015|0,041|0,027
362|2022-05-14 06:02:23,495440|-49,339214491436564|115,69296243094047|44,5|20,57|22,74|7,92|-47,02|335,776|52,153|300,746|0,022|0,04|0,026
363|2022-05-14 06:02:33,966128|-49,123372794388324|116,6237614604028|44,17|21,23|23,08|8,02|-47,13|335,673|51,094|301,698|0,02|0,04|0,028
364|2022-05-14 06:02:44,444310|-48,89921424653941|117,54666339868892|44,27|20,84|23,28|8,22|-47,44|334,489|50,143|302,733|0,017|0,042|0,024
365|2022-05-14 06:02:54,939542|-48,66664344756287|118,46230285327621|44,43|21,58|23,61|8,29|-47,84|335,623|50,995|301,128|0,018|0,041|0,025
366|2022-05-14 06:03:05,425997|-48,42635215145128|119,3682978318883|44,4|20,63|24,06|8,21|-47,77|336,316|51,32|302,2|0,021|0,041|0,025
367|2022-05-14 06:03:15,920221|-48,178111770447956|120,26590650446644|44,52|19,58|24,44|8,21|-47,71|336,318|50,012|302,497|0,015|0,041|0,026
368|2022-05-14 06:03:26,408931|-47,922369441366364|121,1538920311755|44,25|20,07|24,74|8,41|-48,07|336,133|48,527|304,688|0,018|0,042|0,025
369|2022-05-14 06:03:36,893324|-47,65921553404071|122,03237464966139|44,45|20,95|25,15|8,42|-47,86|336,864|49,109|303,537|0,02|0,042|0,027
370|2022-05-14 06:03:47,356597|-47,3893182442272|122,89963907895559|44,41|20,76|25,62|8,42|-47,62|337,604|48,501|303,173|0,015|0,042|0,026
371|2022-05-14 06:03:57,858338|-47,11119481756754|123,76076174630771|44,5|21,04|25,85|8,45|-47,78|338,19|47,836|304,671|0,019|0,042|0,026
372|2022-05-14 06:04:08,352205|-46,82618855689765|124,61182625080001|44,79|19,88|26,23|8,56|-47,82|338,314|48,304|304,488|0,015|0,041|0,026
373|2022-05-14 06:04:18,831805|-46,5346793874365|125,45218203840128|44,45|20,32|26,78|8,67|-47,92|338,006|49,451|304,426|0,021|0,041|0,028
374|2022-05-14 06:04:29,300229|-46,23671295500542|126,28218975979266|44,18|22,01|27,05|8,52|-47,92|338,128|48,639|306,039|0,02|0,041|0,027
375|2022-05-14 06:04:39,767422|-45,93215939090688|127,10263896060133|44,13|19,84|27,41|8,73|-47,91|338,667|47,117|306,819|0,015|0,043|0,028
376|2022-05-14 06:04:50,233197|-45,62116257062726|127,91352714452547|44,38|20,96|27,9|8,83|-47,51|339,943|47,718|306,755|0,014|0,041|0,027
377|2022-05-14 06:05:00,686039|-45,30423301219479|128,71395038622796|44,7|22,08|28,34|8,94|-47,42|340,43|48,674|307,194|0,021|0,039|0,026
378|2022-05-14 06:05:11,171969|-44,980090443146516|129,50744186956572|44,5|20,69|28,64|9,23|-47,37|340,275|48,437|305,785|0,013|0,042|0,028
379|2022-05-14 06:05:21,668644|-44,64951470829032|130,2923078496995|44,29|20,65|29,03|9,22|-47,54|340,116|50,216|305,721|0,013|0,043|0,026
380|2022-05-14 06:05:32,153201|-44,31336518248129|131,06687855125747|44,47|20,87|29,37|8,99|-47,45|339,379|49,141|306,159|0,02|0,043|0,027
381|2022-05-14 06:05:42,642519|-43,97124441288102|131,83245707958218|44,77|20,74|29,64|8,92|-47,38|338,567|47,54|307,312|0,013|0,043|0,027
382|2022-05-14 06:05:53,117911|-43,62388416354177|132,587792105735|45,11|20,48|29,96|9,13|-47,17|339,553|47,693|306,61|0,021|0,043|0,028
383|2022-05-14 06:06:03,589453|-43,27115580102703|133,33357449864084|44,47|20,93|30,34|8,78|-47,18|337,556|48,278|306,673|0,02|0,042|0,028
384|2022-05-14 06:06:14,084897|-42,912157675110734|134,07200199240674|44,13|21,69|31,65|9,01|-47,12|336,276|47,655|307,909|0,018|0,041|0,027
385|2022-05-14 06:06:24,572404|-42,54812385755757|134,80083277178719|44,36|20,74|31,69|9,32|-47,24|336,501|47,234|308,805|0,015|0,042|0,027
386|2022-05-14 06:06:35,036257|-42,179754632446844|135,51909370546082|44,49|20,85|31,81|9,48|-46,79|336,953|49,045|308,835|0,021|0,04|0,026
387|2022-05-14 06:06:45,510365|-41,8059980900449|136,22920882526472|44,15|20,55|31,83|9,41|-46,5|336,156|49,808|308,664|0,017|0,041|0,023
388|2022-05-14 06:06:55,989064|-41,427187125222986|136,93084061325837|44,22|20,89|31,96|9,25|-46,29|335,893|49,329|308,154|0,015|0,041|0,026
389|2022-05-14 06:07:06,493408|-41,04259626054934|137,62558331500944|44,17|20,72|32,15|9,57|-45,99|335,019|48,727|309,147|0,019|0,042|0,025
390|2022-05-14 06:07:16,962452|-40,65461942077138|138,3094563670048|45,02|19,33|32,52|9,41|-45,53|334,294|49,878|309,13|0,019|0,042|0,026
391|2022-05-14 06:07:27,434423|-40,26195782827058|138,98514285455258|44,18|20,07|33,03|9,48|-45,3|334,189|50,267|309,797|0,018|0,041|0,025
392|2022-05-14 06:07:37,912924|-39,86457357900456|139,65299531200537|44,33|20,68|33,35|9,34|-45,27|333,991|48,951|310,769|0,023|0,041|0,026
393|2022-05-14 06:07:48,398906|-39,46260954866574|140,31305079985472|44,4|19,71|33,9|9,36|-44,96|334,389|48,517|310,183|0,015|0,041|0,028
394|2022-05-14 06:07:58,874459|-39,0567723482503|140,9644580415423|44,43|21,81|34,05|9,58|-44,78|334,239|48,453|309,566|0,021|0,042|0,027
395|2022-05-14 06:08:09,357928|-38,64649632823232|141,6084249317025|44,63|22,23|34,57|9,79|-44,64|335,32|48,913|309,514|0,018|0,041|0,027
396|2022-05-14 06:08:19,851072|-38,231793768265156|142,2451873017051|44,27|21,97|34,8|9,94|-45,03|334,327|49,041|309,718|0,019|0,041|0,029
397|2022-05-14 06:08:30,335056|-37,81349145595517|142,87375908103138|44,24|20,18|35,16|9,91|-44,09|332,794|48,68|309,806|0,016|0,04|0,027
398|2022-05-14 06:08:40,813529|-37,39164219139816|143,49437175329518|44,77|20,35|35,46|9,88|-43,95|332,607|49,363|309,431|0,021|0,04|0,027
399|2022-05-14 06:08:51,304465|-36,9655214735644|144,10835535113483|44,47|20,91|35,97|9,61|-44,12|332,559|49,589|308,987|0,014|0,042|0,024
400|2022-05-14 06:09:01,765795|-36,536928553575876|144,71341478250216|44,65|20,64|36,39|9,73|-43,99|332,177|49,287|309,865|0,014|0,042|0,025
401|2022-05-14 06:09:12,225418|-36,1049667155801|145,31113722778682|44,45|20,59|36,74|9,99|-43,5|333,121|48,368|310,835|0,02|0,041|0,027
402|2022-05-14 06:09:22,685714|-35,66945967228203|145,9020274643389|44,61|19,87|36,94|10,07|-42,95|332,46|49,266|310,692|0,017|0,044|0,03
403|2022-05-14 06:09:33,154042|-35,23030305703116|146,48646480915556|44,43|20,8|37,12|10,21|-42,71|331,565|49,771|309,163|0,017|0,044|0,024
404|2022-05-14 06:09:43,642862|-34,78702846701991|147,06527852438947|44,2|20,47|37,51|10,7|-42,51|330,65|49,03|309,89|0,018|0,041|0,026
405|2022-05-14 06:09:54,119131|-34,34108180690648|147,6368132472305|44,18|20,39|37,74|10,46|-42,53|330,412|48,654|309,41|0,015|0,041|0,025
406|2022-05-14 06:10:04,598525|-33,89187103522399|148,20208094818017|44,36|21,7|38,03|10,36|-42,55|332,1|48,335|309,676|0,018|0,042|0,026
407|2022-05-14 06:10:15,093951|-33,43894967788352|148,7618503654891|44,47|20,8|38,19|10,68|-42,24|332,819|48,934|309,346|0,018|0,041|0,027
408|2022-05-14 06:10:25,563306|-32,98421243822145|149,31402515074305|44,98|20,47|38,43|10,74|-41,66|333,476|50,031|309,781|0,016|0,042|0,027
409|2022-05-14 06:10:36,041223|-32,52623930937606|149,860580031702|45,07|20,9|38,83|11,15|-41,34|333,14|50,211|308,68|0,021|0,041|0,029
410|2022-05-14 06:10:46,529602|-32,06501184282394|150,40173275444207|44,43|21,0|39,26|10,91|-40,95|332,482|48,959|309,934|0,016|0,042|0,025
411|2022-05-14 06:10:57,007845|-31,601515195236107|150,93654399579418|44,41|21,33|39,54|10,87|-40,53|333,716|48,878|310,412|0,019|0,041|0,027
412|2022-05-14 06:11:07,493774|-31,1350292000039|151,46606060891358|44,38|22,2|39,65|10,87|-40,24|333,073|47,563|310,057|0,015|0,042|0,026
413|2022-05-14 06:11:17,968156|-30,666490602901877|151,9894322079268|44,18|20,9|39,93|10,92|-39,92|333,638|48,295|310,386|0,013|0,042|0,027
414|2022-05-14 06:11:28,453367|-30,194919988351508|152,50795680903295|44,7|21,61|40,15|11,13|-39,64|333,833|49,197|310,767|0,021|0,041|0,026
415|2022-05-14 06:11:38,938249|-29,721004986682967|153,02106694590987|44,47|22,33|40,69|11,34|-38,87|334,839|49,652|311,807|0,014|0,041|0,029
416|2022-05-14 06:11:49,418596|-29,244886490906126|153,52881247005092|44,59|20,05|40,71|11,25|-38,59|334,378|48,905|312,706|0,02|0,042|0,026
417|2022-05-14 06:11:59,902010|-28,766320527347442|154,03164608615626|44,77|21,02|41,19|11,3|-38,38|335,029|48,981|313,767|0,015|0,042|0,029
418|2022-05-14 06:12:10,378426|-28,285840475879688|154,52919948711718|44,89|20,96|41,54|11,33|-37,93|336,011|48,597|314,836|0,017|0,042|0,028
419|2022-05-14 06:12:20,865894|-27,802626608290907|155,02250075715878|44,5|20,43|41,85|11,32|-37,44|335,279|48,499|314,785|0,014|0,041|0,028
420|2022-05-14 06:12:31,353249|-27,317373639522373|155,51101102008204|44,25|20,97|42,18|11,42|-37,05|335,889|48,214|315,383|0,021|0,041|0,031
421|2022-05-14 06:12:41,833346|-26,8303625045297|155,99463249605327|44,25|21,47|42,41|11,64|-36,18|336,008|49,458|315,566|0,018|0,041|0,027
422|2022-05-14 06:12:52,312635|-26,34138840926368|156,4737487848491|44,47|21,69|42,55|11,67|-36,16|335,782|50,13|315,004|0,013|0,042|0,029
423|2022-05-14 06:13:02,806032|-25,849804913495706|156,9491512162271|44,45|20,53|43,0|11,62|-36,03|336,221|50,186|315,244|0,014|0,04|0,027
424|2022-05-14 06:13:13,283029|-25,357105621657322|157,41956400791514|44,72|21,24|43,2|11,57|-35,33|338,712|51,356|314,939|0,016|0,041|0,026
425|2022-05-14 06:13:23,778259|-24,861678411483528|157,886687999054|44,66|20,57|43,61|11,62|-34,8|339,381|51,665|315,449|0,014|0,042|0,028
426|2022-05-14 06:13:34,257971|-24,365265925797654|158,34903863508146|44,47|20,9|43,71|11,76|-34,09|340,214|52,532|316,387|0,02|0,042|0,026
427|2022-05-14 06:13:44,727528|-23,86757534349953|158,80706685051706|44,22|20,46|44,13|11,85|-33,55|340,285|53,77|316,15|0,019|0,041|0,027
428|2022-05-14 06:13:55,217313|-23,367226336146924|159,26218837498482|44,4|20,75|44,19|11,85|-33,18|340,763|55,131|316,793|0,013|0,042|0,027
429|2022-05-14 06:14:05,700807|-22,865584396843666|159,71330210194787|44,17|20,25|44,65|12,24|-33,12|340,181|54,646|316,117|0,021|0,041|0,029
430|2022-05-14 06:14:16,180825|-22,36251022661913|160,16068918977095|44,66|20,08|44,89|12,33|-32,79|340,773|52,548|317,473|0,015|0,041|0,027
431|2022-05-14 06:14:26,664151|-21,857743500973633|160,60472663894413|44,97|20,87|45,19|12,99|-32,22|340,558|52,965|318,489|0,022|0,04|0,028
432|2022-05-14 06:14:37,153846|-21,351190725927694|161,04563328526046|44,72|21,47|45,41|12,68|-31,63|339,748|52,067|318,356|0,015|0,042|0,026
433|2022-05-14 06:14:47,637332|-20,843455381257797|161,48302385638547|44,17|22,46|45,48|12,52|-30,87|339,339|52,703|318,288|0,021|0,041|0,027
434|2022-05-14 06:14:58,124898|-20,334202142026058|161,91732716499624|45,0|21,5|45,73|12,43|-30,44|339,6|51,523|319,822|0,016|0,041|0,028
435|2022-05-14 06:15:08,595873|-19,82433575765355|162,34791488201637|44,43|19,63|46,02|12,29|-30,23|340,034|51,323|320,111|0,016|0,042|0,028
436|2022-05-14 06:15:19,083290|-19,312439586886637|162,7761167874767|44,38|22,02|46,26|12,05|-29,83|340,079|52,452|321,286|0,017|0,041|0,027
437|2022-05-14 06:15:29,562593|-18,79963893805198|163,20111808852448|44,29|21,74|46,64|12,0|-29,3|340,851|52,52|322,806|0,014|0,041|0,028
438|2022-05-14 06:15:40,048075|-18,28531941452735|163,62355758626154|44,08|20,87|46,82|12,36|-28,58|340,909|53,642|322,682|0,019|0,041|0,027
439|2022-05-14 06:15:50,525319|-17,77021934029236|164,04295661161197|44,4|20,74|46,9|12,57|-28,54|341,386|52,766|324,746|0,014|0,042|0,024
440|2022-05-14 06:16:01,002056|-17,254020077386983|164,45970384003775|45,02|19,9|46,99|12,73|-28,49|341,334|52,671|325,154|0,018|0,041|0,028
441|2022-05-14 06:16:11,489978|-16,736125230096786|164,8743978637503|44,22|21,2|47,24|12,66|-28,06|341,034|52,275|324,731|0,016|0,042|0,026
442|2022-05-14 06:16:21,977379|-16,217265050462885|165,28657001336472|44,36|20,13|47,21|12,56|-27,47|341,264|51,659|325,638|0,021|0,041|0,026
443|2022-05-14 06:16:32,456922|-15,697743970846782|165,6961018815222|44,33|21,65|47,42|12,44|-26,43|341,177|52,964|326,097|0,019|0,041|0,026
444|2022-05-14 06:16:42,951715|-15,176480468341493|166,10395999734374|45,05|20,84|47,56|12,85|-25,93|341,98|53,501|325,886|0,022|0,041|0,027
445|2022-05-14 06:16:53,444409|-14,65437378523253|166,50955102616956|44,22|20,05|47,76|13,04|-25,58|343,011|54,674|325,888|0,022|0,042|0,027
446|2022-05-14 06:17:03,943859|-14,131022931196481|166,91329912257024|44,36|20,93|48,12|13,19|-25,05|343,093|55,013|326,165|0,018|0,042|0,026
447|2022-05-14 06:17:14,444487|-13,606738389903303|167,31507471028308|44,98|20,83|48,26|13,29|-24,74|342,208|55,814|325,195|0,021|0,042|0,027
448|2022-05-14 06:17:24,957410|-13,081005469552982|167,71537898450353|44,34|20,86|48,31|13,46|-24,35|342,956|55,484|325,266|0,014|0,041|0,026
449|2022-05-14 06:17:35,475460|-12,554201213855416|168,11402912271322|45,07|20,19|48,34|13,38|-23,7|342,951|55,263|324,805|0,016|0,041|0,026
450|2022-05-14 06:17:45,988944|-12,026879791272778|168,51071501273282|44,11|20,78|48,37|13,41|-23,03|343,857|55,245|326,837|0,017|0,041|0,027
451|2022-05-14 06:17:56,494797|-11,499177572529343|168,90544601487795|44,27|19,64|48,54|13,55|-22,64|345,831|54,135|327,881|0,02|0,041|0,027
452|2022-05-14 06:18:07,010569|-10,970303812443097|169,2989196370718|44,38|20,86|48,86|13,52|-22,01|346,896|53,791|329,531|0,017|0,042|0,025
453|2022-05-14 06:18:17,526869|-10,440717855489993|169,69089667601563|44,49|20,87|49,12|13,31|-21,51|345,63|54,247|329,576|0,018|0,04|0,025
454|2022-05-14 06:18:28,044509|-9,910434684259618|170,081470037832|44,43|20,72|49,37|13,17|-20,86|345,74|55,179|330,272|0,02|0,041|0,027
455|2022-05-14 06:18:38,570844|-9,379122822576312|170,47098493968684|44,84|20,95|49,53|13,48|-20,3|344,011|56,342|330,588|0,021|0,041|0,028
456|2022-05-14 06:18:49,118533|-8,8461601062048|170,85999297243757|44,24|20,41|49,47|13,76|-19,89|344,361|57,014|330,509|0,014|0,041|0,03
457|2022-05-14 06:18:59,657753|-8,31309536253386|171,24746284343382|44,79|20,32|49,6|13,63|-19,5|344,069|57,952|330,303|0,022|0,041|0,025
458|2022-05-14 06:19:10,217844|-7,778462998965741|171,63455881723533|45,05|21,35|49,92|13,86|-18,48|343,261|58,389|330,434|0,016|0,041|0,027
459|2022-05-14 06:19:20,769689|-7,243789227053774|172,02027414981433|44,4|19,9|49,94|14,0|-17,64|343,251|57,203|331,552|0,018|0,04|0,026
460|2022-05-14 06:19:31,323124|-6,708533675711345|172,4051000729966|44,41|20,73|49,94|14,07|-17,28|342,368|56,892|332,163|0,019|0,041|0,028
461|2022-05-14 06:19:41,868781|-6,1733724992374714|172,78865115533478|44,86|21,0|49,85|14,02|-16,81|341,921|57,3|332,998|0,02|0,041|0,029
462|2022-05-14 06:19:52,430713|-5,636902359058928|173,17203068692487|44,45|19,36|49,96|13,91|-16,38|341,435|56,694|333,522|0,019|0,041|0,022
463|2022-05-14 06:20:02,986017|-5,100476655562856|173,55436814789255|44,45|22,58|50,3|13,92|-15,82|340,451|56,129|333,675|0,021|0,041|0,029
464|2022-05-14 06:20:13,549476|-4,563365434549687|173,9362817930222|44,56|19,76|50,03|14,03|-15,07|340,368|56,899|332,25|0,016|0,041|0,03
465|2022-05-14 06:20:24,101466|-4,026515355312942|174,31719622762853|44,36|20,33|50,08|14,26|-14,58|339,908|58,393|332,862|0,016|0,042|0,027
466|2022-05-14 06:20:34,655926|-3,4892884755745404|174,69766188526606|45,0|20,78|50,22|14,38|-14,14|339,931|58,027|334,391|0,019|0,042|0,025
467|2022-05-14 06:20:45,204488|-2,952144349963707|175,0774500107897|44,2|20,69|50,54|14,64|-13,53|339,858|57,922|332,977|0,018|0,042|0,025
468|2022-05-14 06:20:55,749459|-2,414999979610136|175,45671606349555|45,04|20,9|50,59|14,6|-12,97|339,763|57,37|332,225|0,014|0,041|0,026
469|2022-05-14 06:21:06,316835|-1,8765513009967973|175,8364754027039|44,34|20,41|50,56|14,54|-12,17|340,324|58,005|332,233|0,02|0,041|0,025
470|2022-05-14 06:21:16,895420|-1,337401713747742|176,2163965245473|45,0|20,99|50,65|14,6|-11,87|338,719|57,808|331,211|0,02|0,04|0,027
471|2022-05-14 06:21:27,443538|-0,7997153445826418|176,59505094444683|44,36|21,21|50,73|14,72|-10,92|337,941|58,56|333,085|0,016|0,042|0,027
472|2022-05-14 06:21:38,002881|-0,26138549566081803|176,9740183793217|44,22|20,89|50,95|14,88|-10,32|338,804|56,661|335,677|0,019|0,041|0,027
473|2022-05-14 06:21:48,581694|0,27796357984807885|177,35365846185184|44,75|20,08|50,92|14,91|-9,91|338,007|55,748|337,066|0,016|0,043|0,026
474|2022-05-14 06:21:59,129481|0,8157388566166505|177,73224146346345|44,34|19,79|50,93|14,94|-9,13|337,341|54,177|335,287|0,014|0,042|0,027
475|2022-05-14 06:22:09,680079|1,3536677439638596|178,11107857099893|44,29|20,93|50,9|15,09|-8,51|337,66|54,537|336,551|0,017|0,042|0,028
476|2022-05-14 06:22:20,235727|1,8917660895548558|178,49027654242892|44,34|20,79|50,83|14,93|-8,28|338,274|56,483|336,461|0,017|0,041|0,027
477|2022-05-14 06:22:30,787144|2,429511723037634|178,8695629230132|44,93|20,63|50,88|15,01|-7,84|338,511|56,624|335,507|0,018|0,042|0,027
478|2022-05-14 06:22:41,336356|2,9670711563052365|179,24915055042814|44,38|21,03|51,17|15,04|-7,68|338,607|56,961|336,511|0,02|0,042|0,026
479|2022-05-14 06:22:51,896979|3,505060313277277|179,62957109654272|44,27|20,79|51,08|15,02|-7,06|338,283|55,671|336,178|0,02|0,042|0,027
480|2022-05-14 06:23:02,439824|4,04196186749452|-179,9901526172875|45,0|20,84|51,14|15,07|-6,5|338,889|56,705|336,51|0,017|0,042|0,026
481|2022-05-14 06:23:12,989443|4,5789996821428085|-179,6090581170573|44,88|20,6|51,12|15,06|-5,9|338,768|55,236|337,54|0,014|0,042|0,027
482|2022-05-14 06:23:23,558067|5,116756751811134|-179,2266316980782|44,88|21,68|51,0|15,14|-5,88|338,039|54,726|337,533|0,024|0,041|0,026
483|2022-05-14 06:23:34,105686|5,653221122966471|-178,84420663013543|44,38|20,83|51,04|15,13|-5,53|337,244|55,073|337,815|0,015|0,042|0,028
484|2022-05-14 06:23:44,665714|6,189918702837216|-178,46059810043909|44,15|22,1|50,98|14,74|-4,84|337,42|54,068|338,583|0,02|0,041|0,029
485|2022-05-14 06:23:55,230931|6,726587446291498|-178,0758919968367|44,91|21,02|50,71|14,7|-4,37|337,457|53,793|338,341|0,02|0,041|0,026
486|2022-05-14 06:24:05,781467|7,262153988786121|-177,69075959761366|44,2|20,29|50,56|14,67|-3,66|336,806|54,127|337,627|0,02|0,04|0,028
487|2022-05-14 06:24:16,336738|7,797518922137582|-177,30445493486005|44,91|20,93|50,62|14,75|-3,15|336,933|53,953|338,067|0,021|0,041|0,028
488|2022-05-14 06:24:26,897343|8,332750053437945|-176,91682622520275|44,04|20,46|50,75|14,82|-2,56|336,616|52,593|338,996|0,014|0,041|0,028
489|2022-05-14 06:24:37,451112|8,867162910460904|-176,52826762046163|44,09|20,55|50,74|14,98|-1,69|337,412|52,832|339,109|0,015|0,04|0,028
490|2022-05-14 06:24:47,996624|9,40065146906495|-176,13875707127275|44,33|21,66|50,57|14,96|-1,53|337,688|51,899|340,388|0,02|0,041|0,028
491|2022-05-14 06:24:58,539533|9,933474725385228|-175,74800477694237|44,4|20,64|50,69|15,11|-1,12|336,254|51,034|340,579|0,016|0,041|0,025
492|2022-05-14 06:25:09,098999|10,466572352260341|-175,3552136699703|44,13|21,11|50,58|14,9|-0,58|335,492|49,562|340,493|0,014|0,042|0,027
493|2022-05-14 06:25:19,639044|10,998116447502731|-174,96162581329145|44,41|20,94|50,36|15,03|0,01|334,651|50,797|340,826|0,019|0,041|0,026
494|2022-05-14 06:25:30,198122|11,52992311518828|-174,56579007232796|44,31|20,57|50,48|15,15|0,98|334,751|52,076|341,264|0,019|0,041|0,025
495|2022-05-14 06:25:40,757309|12,061135781694539|-174,16823038989185|44,18|20,78|50,4|15,07|1,4|334,23|52,805|340,944|0,016|0,043|0,025
496|2022-05-14 06:25:51,309509|12,591208650950149|-173,76924829755032|44,15|22,33|50,33|15,13|1,44|334,741|54,229|341,354|0,016|0,041|0,026
497|2022-05-14 06:26:01,863241|13,1206577346879|-173,368347022605|43,95|21,47|50,1|14,86|2,13|334,263|55,543|341,313|0,016|0,041|0,027
498|2022-05-14 06:26:12,418141|13,649412548221237|-172,96546676768455|44,09|21,22|50,17|14,94|2,75|335,662|54,811|341,815|0,017|0,041|0,029
499|2022-05-14 06:26:22,971340|14,177210870037968|-172,56069453560826|44,89|20,87|50,18|14,99|2,5|334,554|55,675|341,094|0,017|0,042|0,026
500|2022-05-14 06:26:33,512083|14,703561354661963|-172,15429819958806|44,2|20,72|50,31|14,95|2,49|333,845|54,778|341,625|0,013|0,043|0,028
501|2022-05-14 06:26:44,078713|15,230319049718958|-171,7447235662473|44,4|21,24|50,25|15,11|2,85|334,759|54,112|342,833|0,02|0,039|0,027
502|2022-05-14 06:26:54,624485|15,755106740055329|-171,33369910194597|44,84|20,83|50,1|15,32|3,0|336,156|55,358|342,821|0,019|0,042|0,028
503|2022-05-14 06:27:05,173368|16,27907726295414|-170,9202099775282|44,47|20,24|50,07|15,33|3,41|335,022|55,803|342,087|0,014|0,041|0,026
504|2022-05-14 06:27:15,730176|16,80246489575681|-170,50394478941882|44,13|22,0|49,95|15,38|3,9|335,637|55,344|342,897|0,018|0,042|0,026
505|2022-05-14 06:27:26,279692|17,324383749226207|-170,08548491173894|44,38|20,72|49,7|15,39|4,23|336,144|54,347|344,065|0,015|0,042|0,028
506|2022-05-14 06:27:36,841521|17,845855631761722|-169,66388360210632|45,04|20,69|49,63|15,45|4,72|336,277|54,397|344,831|0,013|0,042|0,028
507|2022-05-14 06:27:47,386544|18,365409329750175|-169,24020471463848|44,43|20,89|49,49|15,47|5,2|337,115|55,039|344,609|0,016|0,041|0,025
508|2022-05-14 06:27:57,941689|18,884210137095224|-168,81337260763374|44,38|22,99|49,41|15,52|5,74|336,524|54,67|345,542|0,017|0,041|0,026
509|2022-05-14 06:28:08,499100|19,401938794648707|-168,38351231263098|44,5|21,54|49,32|15,49|5,91|337,223|54,643|346,133|0,013|0,041|0,028
510|2022-05-14 06:28:19,063795|19,91877900609306|-167,95033145899973|44,4|21,25|49,38|15,5|6,39|336,869|54,998|346,939|0,018|0,041|0,028
511|2022-05-14 06:28:29,616812|20,433729391596646|-167,5145357409917|44,97|19,7|49,16|15,56|6,92|337,139|55,549|347,471|0,016|0,041|0,027
512|2022-05-14 06:28:40,204076|20,949002383841933|-167,07410012495308|44,59|20,37|48,99|15,55|7,2|338,544|56,504|347,111|0,02|0,041|0,027
513|2022-05-14 06:28:50,747661|21,46074640450758|-166,63218163315562|44,24|20,85|48,89|15,42|7,7|338,396|55,011|349,12|0,015|0,039|0,027
514|2022-05-14 06:29:01,273894|21,970288028796407|-166,18753006122827|44,34|20,95|49,12|15,33|8,53|338,306|55,598|349,435|0,014|0,04|0,025
515|2022-05-14 06:29:11,808175|22,47862601748349|-165,73913518718896|44,09|20,65|49,13|15,32|8,71|337,284|55,796|350,001|0,017|0,042|0,026
516|2022-05-14 06:29:22,367991|22,986652240492347|-165,28604027140437|44,13|22,31|48,97|15,5|8,94|336,57|56,222|349,473|0,021|0,041|0,026
517|2022-05-14 06:29:32,931369|23,493284891003718|-164,82903727970174|44,88|21,72|48,93|15,25|8,94|337,138|56,109|349,893|0,018|0,042|0,028
518|2022-05-14 06:29:43,477386|23,99745107717255|-164,3689490819399|44,43|19,63|48,95|15,24|9,24|337,871|56,85|350,293|0,018|0,041|0,03
519|2022-05-14 06:29:54,028944|24,500210428339372|-163,90465971513726|44,56|20,91|48,83|15,31|9,48|337,786|55,794|352,234|0,018|0,042|0,029
520|2022-05-14 06:30:04,591332|25,001752771292292|-163,43581956118226|44,33|20,93|48,64|15,45|10,1|339,226|56,764|353,024|0,022|0,041|0,029
521|2022-05-14 06:30:15,147203|25,501114157699984|-162,96316308359857|44,31|20,76|48,32|15,75|10,43|339,94|56,408|352,591|0,021|0,041|0,027
522|2022-05-14 06:30:25,692582|25,998160583726232|-162,48666487687473|44,38|21,08|48,28|15,86|10,48|340,185|55,976|352,51|0,015|0,042|0,026
523|2022-05-14 06:30:36,247203|26,493758911498002|-162,00532327241228|44,25|21,35|48,39|15,54|10,83|339,518|55,774|352,424|0,015|0,041|0,028
524|2022-05-14 06:30:46,798211|26,98713792972605|-161,5197093030923|44,13|21,37|48,31|15,17|10,82|338,075|54,936|352,984|0,015|0,042|0,03
